TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
UER,57744,91021010,18NOV1976,11DEC1985,1
UESS,78626,91020410,15MAR1984,09APR1990,1
UEWI,15142,91704F10,16JAN2015,31DEC2018,1
UFAB,85405,90467L10,20NOV1997,03AUG2003,1
UFAB,85405,90467L20,14AUG2003,15MAY2004,1
UFB1,75450,91025010,20APR1989,21JAN1994,1
UFBC,78642,91030510,19DEC1985,11APR1991,1
UFBC,,,19MAR1992,02FEB1996,6
UFBI,77048,90266710,17JUN1993,04AUG1995,1
UFBS,86300,90661110,19FEB2004,19APR2006,1
UFBS,86300,74386S10,20APR2006,02NOV2011,1
UFC,59619,91353810,17NOV1977,05NOV2000,1
UFC,59619,81725T10,16NOV2000,31DEC2018,1
UFCS,78693,91033110,14AUG1986,01FEB2012,1
UFCS,78693,91034010,16FEB2012,31DEC2018,1
UFEM,83176,90389610,17OCT1996,04MAY1998,1
UFEM,,,17APR2003,10SEP2003,6
UFF,75102,90906210,25JUN1987,18AUG1993,1
UFF,75102,90906220,16SEP1993,16OCT1995,1
UFF,,,14MAR1996,08AUG1997,6
UFL,28265,91031410,15JAN1976,04JAN1980,1
UFLT,78087,90471610,15MAR1984,30MAR1984,1
UFM,89521,91030330,16JAN2003,14SEP2005,1
UFO,18059,91153610,16APR1981,01JUN1984,1
UFOG,,,14DEC2006,25APR2007,6
UFPI,79878,91354310,16JUN1994,31DEC2018,1
UFPT,80050,90267310,17MAR1994,31DEC2018,1
UFS,91854,25755910,19APR2007,10JUN2009,1
UFS,91854,25755920,18JUN2009,31DEC2018,1
UFSB,79645,91425910,19APR1984,20SEP1987,1
UFSB,79645,91490210,15OCT1987,31MAR1989,1
UFSL,92647,90659410,19DEC1985,24JUN1987,1
UFSL,,,17SEP1987,30JUN1988,6
UFUR,78513,91356210,16FEB1984,26MAY1989,1
UG,78749,91057110,15NOV2001,31DEC2018,1
UGAM,38149,91047510,16FEB1989,26DEC1994,1
UGAM,38149,01859P10,19JAN1995,31JAN1999,1
UGAM,38149,01859P60,18FEB1999,12MAR2006,1
UGAM,38149,05874B10,16MAR2006,21NOV2014,1
UGC,58536,91056210,15JAN1976,30SEP1981,1
UGCE,89837,90268P10,18SEP2003,19DEC2003,1
UGHO,,,17JUN2004,13NOV2007,6
UGI,17929,90268610,20JUL1978,12APR1992,1
UGI,17929,90268110,16APR1992,31DEC2018,1
UGIR,92054,89200010,31MAY2007,06JUL2016,1
UGIR,92054,89200020,14JUL2016,30NOV2016,1
UGLY,83703,90351210,15AUG1996,04MAR2002,1
UGOD,,,19JUL2007,15MAY2008,6
UGP,87293,90400P10,18OCT2001,31DEC2018,1
UGS,86142,90492810,20AUG1998,27SEP2001,1
UGTH,,,18JAN2007,16APR2008,6
UGTH,92636,90338S10,17APR2008,09NOV2016,2
UGTH,92636,90338S20,10NOV2016,23APR2018,2
UH,48565,91206110,15JAN1976,21JUN1993,1
UH,48565,91192010,16SEP1993,02MAY2000,1
UHCO,79477,91359010,20OCT1988,22JUL1996,1
UHCO,79477,91337710,15AUG1996,29APR2011,1
UHCO,12785,91338E10,19MAY2011,28APR2017,1
UHCP,28223,91058F10,15OCT1998,31OCT1999,1
UHCP,28223,91058F30,18NOV1999,22DEC2005,1
UHCP,28223,91058F40,19JAN2006,16JUN2008,1
UHCP,28223,37783410,19JUN2008,14JUL2009,1
UHLD,43394,90476110,16FEB1995,04JAN1996,1
UHLD,43394,90476120,18JAN1996,16SEP1999,1
UHLI,78765,91060310,17AUG1989,02FEB1996,1
UHOS,77670,91359L10,16JUL1992,25FEB1998,1
UHSI,79637,91390310,20MAY1982,31DEC2018,1
UHT,72864,91359E10,16JUL1987,31DEC2018,1
UI,54420,91068810,18MAY1978,20JAN1995,1
UIC,41371,91067110,18JAN1979,18DEC2007,1
UICI,10085,91070310,19FEB1987,01JUL1996,1
UICI,10085,90273710,18JUL1996,04APR2006,1
UICU,,,18NOV2004,19APR2007,6
UIH,79428,91073410,17MAR1994,25JUL1999,1
UIH,79428,91324750,19AUG1999,15JUN2005,1
UIL,53663,91063710,20JUL1978,20JUL2000,1
UIL,53663,90274810,17AUG2000,16DEC2015,1
UIRT,85891,91074110,16APR1998,21SEP2001,1
UJB,51588,91074810,20JUL1978,02JUL1989,1
UJB,51588,90276010,20JUL1989,29FEB1996,1
UJB,51588,86600510,14MAR1996,28FEB2001,1
UK,15659,90558110,15JAN1976,06FEB2001,1
UK,,,15FEB2001,31DEC2002,6
UL,28302,90476760,20JUL1978,09MAY1999,1
UL,28302,90476770,20MAY1999,31DEC2018,1
UL05,,,15APR2004,12NOV2004,6
ULAB,29496,90476210,15AUG1991,21NOV1993,1
ULAB,29496,90476310,20JAN1994,23NOV1999,1
ULAB,89033,90476320,18OCT2001,28FEB2003,1
ULBI,78213,90389910,18MAR1993,08FEB2018,1
ULCM,88202,90384410,18MAY2000,17NOV2009,1
ULCM,88202,90384420,19NOV2009,03DEC2010,1
ULGX,83575,91727310,18JUL1996,06JUN2013,1
ULR,77708,90391210,20AUG1992,03DEC1996,1
ULR,77708,90400010,19DEC1996,31DEC2001,1
ULR,,,19FEB2004,06OCT2004,6
ULRT,91511,P9439810,19OCT2006,18OCT2016,1
ULRT,,,16FEB2017,31DEC2017,6
ULT,63386,90384810,17FEB1983,22SEP1993,1
ULT2,83178,90388N10,14MAR1996,13MAY1999,1
ULTA,92322,90384S30,15NOV2007,31DEC2018,1
ULTB,77906,90390310,20DEC1984,18AUG1989,1
ULTD,83178,90388N10,16FEB1996,13MAR1996,5
ULTD,,,14NOV1996,10SEP2003,6
ULTE,79742,90384910,16DEC1993,28FEB2005,1
ULTI,86196,90385D10,16JUL1998,31DEC2018,1
ULTK,77893,90389840,20JUL1995,01JAN2003,1
ULTK,77893,02475010,16JAN2003,26SEP2004,1
ULTK,77893,55270510,14OCT2004,11MAR2009,1
ULTR,77914,90403010,18AUG1983,15APR1988,1
ULUR,92186,90403T10,26JUL2007,29JUN2011,1
ULUR,92186,90403T20,14JUL2011,30MAR2012,1
UMAP,10758,90384710,19JUL1990,08JUL1991,1
UMAP,10758,90384730,14MAY1992,21JAN1993,1
UMB,75321,91373210,18AUG1988,01MAY1990,1
UMB,75321,91373240,16MAY1991,06DEC1994,1
UMC,79455,91086510,18NOV1993,27MAR1998,1
UMC,88612,91087320,16NOV2000,14NOV2001,5
UMCI,76067,91085220,20DEC1990,17AUG1992,1
UMCI,,,20MAY1993,21AUG2006,6
UMCO,78802,91087010,17MAY1984,27MAR1985,1
UME,88612,91087320,15NOV2001,08OCT2007,1
UME,88612,91087340,18OCT2007,31DEC2018,1
UMED,78116,90480110,19SEP1996,20JUL1999,1
UMG,69139,91373010,16OCT1986,02OCT1992,1
UMG1,82309,91288920,16NOV1995,12JUN1998,1
UMG1,88388,58440J10,18JUN1998,14JUN2000,1
UMG1,,,16NOV2000,31DEC2002,6
UMHI,92690,91102410,15APR1993,02APR2006,1
UMHI,92690,90300210,20APR2006,31DEC2018,1
UMM,20968,91085810,15JAN1976,22FEB1996,1
UMPQ,86004,84058410,14MAY1998,14MAR1999,1
UMPQ,86004,90421410,18MAR1999,31DEC2018,1
UMR,67088,90478810,17DEC1992,02FEB1996,1
UMRX,17372,90321410,17MAY2018,31DEC2018,1
UMSB,78829,91102210,18AUG1983,25APR1994,1
UMSB,78829,90278810,19MAY1994,31DEC2018,1
UMSY,,,17FEB2005,15AUG2005,6
UMT,26921,90287810,15JAN1976,18APR1984,1
UMT,26921,90467110,17MAY1984,14FEB1985,1
UN,28310,90478450,18NOV1976,09MAY1999,1
UN,28310,90478470,20MAY1999,31DEC2018,1
UN1X,,,15APR2004,31DEC2015,6
UN20,88951,90945810,15APR2004,25JUL2012,1
UN21,,,15APR2004,31DEC2010,6
UN25,,,15APR2004,13MAY2005,6
UN26,,,15APR2004,26MAY2005,6
UN27,,,15APR2004,22OCT2007,6
UNA,85445,91529B10,20NOV1997,02JAN2006,1
UNA,85445,45878610,19JAN2006,16SEP2013,1
UNAM,77973,90460710,16NOV1989,11NOV2013,1
UNBC,78255,90764210,19DEC1985,25JAN1989,1
UNBJ,78837,91090910,19NOV1992,31DEC2003,1
UNBL,,,17JUL2008,,6
UNBO,87218,90305610,16DEC1999,07MAR2002,1
UNBO,87218,91528W10,14MAR2002,28FEB2006,1
UNBS,89279,90540010,16OCT2003,31DEC2018,1
UNC,42569,90307010,31AUG1978,17SEP1997,1
UNCA,87351,75040Q10,18NOV1999,13SEP2002,1
UNCB,79743,90429710,17MAR1994,10FEB1998,1
UNCP,90876,90458310,15SEP2005,05OCT2010,1
UNDG,83179,90466910,18APR1996,30AUG2000,1
UNDG,,,19OCT2000,07OCT2004,6
UNE1,11643,91120220,19NOV1987,17DEC2000,1
UNE1,11643,90969M10,18JAN2001,21MAR2005,1
UNEW,,,20DEC2007,18JUN2019,6
UNF,65306,90470810,19APR1984,31DEC2018,1
UNF2,84275,91116310,19DEC1996,31DEC2018,1
UNFF,78706,91035110,14JUN1984,30JUN1986,1
UNFI,78044,90467710,20OCT1977,03NOV2010,1
UNFI,78044,90467720,16DEC2010,31DEC2018,1
UNFR,78095,90472410,20FEB1986,29OCT1997,1
UNFY,83704,90474310,18JUL1996,24JUN2007,1
UNFY,83704,90474320,19JUL2007,06JUL2011,1
UNFY,83704,23372010,14JUL2011,26FEB2015,1
UNG,91947,91231810,19APR2007,08MAR2011,1
UNG,91947,91231811,17MAR2011,21FEB2012,1
UNG,91947,91231820,15MAR2012,14JUN2012,1
UNGL,89942,91103X10,19FEB2004,26JAN2005,1
UNGL,89942,90933T10,17FEB2005,05JUL2010,1
UNGL,89942,G3931910,15JUL2010,06NOV2016,1
UNGL,89942,G3933F10,17NOV2016,31DEC2018,1
UNGR,77957,90456810,18AUG1983,15JUN1988,1
UNGT,,,14FEB1991,31MAR2005,6
UNHC,82757,90919610,15FEB1996,15APR1998,1
UNIB,11396,91409010,14NOV2002,14NOV2008,1
UNID,,,16FEB1995,20DEC2000,6
UNIE,,,16FEB1995,31MAY1997,6
UNIH,92655,91058110,18APR1985,26APR2000,1
UNIH,92655,91324P10,18MAY2000,31DEC2018,1
UNIQ,85222,90915K10,18SEP1997,28JUL1999,1
UNIQ,85222,15878710,19AUG1999,22OCT2007,1
UNIS,,,14JUN1984,01NOV1999,6
UNIT,63781,90921910,17FEB1983,14SEP1986,1
UNIT,76136,91327510,14JUN1990,24AUG2011,1
UNIT,76136,48840110,15SEP2011,31DEC2018,1
UNIV,76472,91390040,18APR1991,26NOV1997,1
UNIY,,,20AUG1992,06SEP2002,6
UNLC,93270,90478E10,18MAR2010,12MAY2016,1
UNLC,93270,90478E30,19MAY2016,20APR2017,1
UNLC,,,18MAY2017,,6
UNM,71175,90319210,06NOV1986,30JUN1999,1
UNM,71175,91529Y10,15JUL1999,31DEC2018,1
UNMA,10908,90457110,05DEC1986,26JUL1993,1
UNMA,10908,90457130,16SEP1993,28APR2004,1
UNMG,80853,90478910,14SEP1995,14MAR2001,1
UNMG,,,17JUN2004,03OCT2008,6
UNNF,,,18AUG2005,27JUL2006,6
UNO,75103,91490010,19NOV1987,31JUL2001,1
UNP,48725,90781810,15JAN1976,31DEC2018,1
UNPH,79879,90914910,17NOV1994,05JUL1999,1
UNPH,79879,46612J10,15JUL1999,16OCT2006,1
UNPH,79879,46612J50,19OCT2006,03AUG2015,1
UNPH,79879,92555010,20AUG2015,31DEC2018,1
UNR,84782,86845310,09MAY1997,01APR2003,1
UNR,,,17APR2003,28AUG2007,6
UNRI,22664,90318510,01OCT1980,18DEC1997,1
UNRI,22664,77538110,15JAN1998,18JUL2003,1
UNRI,,,14AUG2003,15AUG2004,6
UNSA,11207,91138910,14JAN1988,18JUL1988,1
UNSA,11207,91031510,18AUG1988,05OCT1995,1
UNSB,78450,90953910,17MAY1984,13MAR1987,1
UNSE,78933,91141810,17AUG1989,10MAR1992,1
UNSL,92719,90313810,06JUN1989,30DEC1994,1
UNSN,81906,90919P10,17AUG1995,08DEC1997,1
UNST,,,15FEB2007,02SEP2008,6
UNSW,79880,90857310,20JAN1994,10DEC1996,1
UNTD,88050,33741E10,14MAR1996,31AUG2000,1
UNTI,82783,91310010,15FEB1996,08NOV1996,1
UNTY,84397,91329010,20FEB2003,31DEC2018,1
UNV,65103,91325310,20OCT1983,15JUL1999,1
UNV1,77320,91335G10,19MAR1992,28NOV1995,1
UNVC,,,16OCT2003,13AUG2004,6
UNVR,15482,91336L10,20AUG2015,31DEC2018,1
UNVR,,,19SEP2019,,6
UNWR,88270,90338R10,14SEP2000,12AUG2005,1
UNXL,12496,90457220,10DEC2010,11SEP2017,1
UNXL,,,14SEP2017,,6
UOLP,84277,90319610,18SEP1997,21SEP1999,1
UOLP,84277,92240C10,14OCT1999,07JUL2002,1
UOLP,84277,92240C30,18JUL2002,03JUL2006,1
UOMO,,,15MAY2008,25SEP2008,6
UOPX,88649,03760420,19OCT2000,27AUG2004,1
UOUT,83803,91377M10,19SEP1996,01APR1998,1
UOVE,,,17DEC1992,31DEC2018,6
UP,88882,90391410,18JAN2001,02MAY2016,1
UP,16682,90391420,18MAY2017,31DEC2018,1
UPAC,76450,90388610,18APR1991,23APR1998,1
UPBI,77429,91133C10,20AUG1992,31JAN1994,1
UPCI,92639,90290110,19DEC1985,30JUN1988,1
UPCM,78263,90806810,19MAY1977,30JUN2004,1
UPCO,78896,91133310,16FEB1984,06MAR1987,1
UPCS,88383,90347430,19APR2001,30JUN2006,1
UPEN,79709,91630310,19MAR1981,04AUG1998,1
UPFC,86006,91130110,18JUN1998,02JUL2009,1
UPFS,,,16NOV2006,18APR2007,6
UPFS,92197,16938R10,16JUL2007,04NOV2011,1
UPG,91654,91378810,18JAN2007,14AUG2013,1
UPJ,26681,91530210,15JAN1976,02NOV1995,1
UPJ,82647,71694110,18JAN1996,31MAR2000,1
UPLD,15087,91544A10,18DEC2014,31DEC2018,1
UPMK,89696,91543610,29JUN1999,05DEC2007,1
UPMK,,,20DEC2007,,6
UPR,82308,90783410,16NOV1995,14JUL2000,1
UPRI,79696,91529410,16SEP1982,08DEC1987,1
UPRO,87824,91670610,20APR2000,22MAR2001,1
UPS,87447,91131210,18NOV1999,31DEC2018,1
UPSN,,,15DEC2005,23JAN2008,6
UPST,,,19JUN2003,18AUG2004,6
UPST,90942,91727720,03OCT2005,31MAR2015,1
UPT,66368,91480210,19MAR1981,19DEC1994,1
UPT,66368,20451210,19JAN1995,02SEP2010,1
UPT,,,16SEP2010,31DEC2016,6
UPUP,83805,91131910,15AUG1996,28MAR2000,1
UPWK,18134,91688F10,15NOV2018,31DEC2018,1
UPX,79535,90427010,15AUG1996,21NOV2000,1
UPX,,,17JUN2004,11OCT2004,6
UQM,77486,90915410,17AUG2000,24JAN2001,1
UQM,77486,90321310,15FEB2001,31DEC2018,1
UQST,77001,90915Q10,15JUL1993,21DEC1994,1
UR04,89441,91724E40,15APR2004,30DEC2004,1
UR04,89441,44951R10,20JAN2005,08NOV2005,1
UR04,89441,51664810,17NOV2005,02NOV2007,1
UR04,,,15NOV2007,14AUG2009,6
URAN,,,20JUL2006,,6
URB,79753,91706010,19MAY1994,07NOV2000,1
URBN,79881,91704710,20JAN1994,31DEC2018,1
URBQ,,,15MAR2007,07JAN2009,6
URBR,,,17APR2008,06JAN2017,6
URC,42171,90344310,15JAN1976,01FEB1979,1
URE,49867,91135810,20JUL1978,26FEB1981,1
UREP,91788,74347R67,16APR2009,14APR2010,1
UREP,91788,74347X62,20MAY2010,17DEC2015,1
URG,92747,91688R10,14AUG2008,31DEC2018,2
URGI,77403,91138010,14MAY1992,02NOV2007,1
URGN,16711,M9608810,15JUN2017,31DEC2018,1
URI,58130,91380610,18MAY1978,19APR1979,1
URI1,85663,91136310,15JAN1998,31DEC2018,1
URIX,75672,91690110,20JUL1989,31JUL1990,1
URIX,75672,91690130,16AUG1990,10APR2006,1
URIX,75672,91690150,20APR2006,22JAN2013,1
URIX,75672,91690160,14FEB2013,07MAR2016,1
URIX,75672,91690170,17MAR2016,20AUG2017,1
URIX,75672,96168410,14SEP2017,31DEC2018,1
URIX,,,16MAY2019,,6
URMD,80372,91727410,19MAY1994,18MAY1998,1
URMD,80372,91727430,18JUN1998,05DEC2000,1
URMD,,,17JUN2004,06OCT2004,6
URME,92294,91689610,28SEP2007,31DEC2018,1
URO,76915,91727230,20JUN1996,29SEP1997,1
URO,76915,45244E10,16OCT1997,04DEC1998,1
URON,,,14DEC2006,25SEP2008,6
UROQ,84141,91728510,19DEC1996,27DEC1999,1
UROV,18130,G9381B10,15NOV2018,31DEC2018,1
URS,50278,90323410,15JAN1981,18NOV1987,1
URS,50278,88545510,17DEC1987,21FEB1990,1
URS,50278,90323610,15MAR1990,16OCT2014,1
URSI,86093,91138410,18JUN1998,04MAY2000,1
URSI,86093,91138420,18MAY2000,19MAY2000,1
URSI,,,17JUN2004,05OCT2004,6
URT,54930,91190010,17JUN1982,26OCT1983,1
URX,92548,91136010,14FEB2008,15JUL2008,1
URXE,,,15NOV2007,14AUG2019,6
URZ,91422,91688T10,20SEP2007,18JUN2015,1
USA,70797,53015810,20FEB2003,31MAY2007,1
USA1,77593,91382810,18MAR1993,19NOV1997,1
USAB,,,20MAY2004,15AUG2004,6
USAC,78960,91154910,17MAY1984,02APR2018,1
USAD,82222,90293810,14SEP1995,25MAY2001,1
USAK,77425,90292510,14MAY1992,31DEC2018,1
USAM,80289,90329B10,18AUG1994,07SEP1995,1
USAP,81184,91383710,20JUL1995,31DEC2018,1
USAS,11955,90291710,17DEC1992,16JUL1998,1
USAS,11955,94106L10,20AUG1998,31DEC2018,1
USB,88384,91145910,17JUL2003,10OCT2016,1
USB,88384,33744V10,20OCT2016,30JAN2018,1
USB3,,,14AUG2003,16MAR2006,6
USBA,10327,91138F10,16MAR1989,02MAR1990,1
USBC,78968,91159610,15JAN1976,01AUG1997,1
USBD,,,17JUL2003,14DEC2006,6
USBE,91680,90342V10,18JAN2007,31MAR2008,1
USBF,,,19JAN2006,15MAR2007,6
USBG,,,20APR2006,15MAR2007,6
USBI,68946,91138710,20NOV1986,11APR1990,1
USBI,68946,23744410,19APR1990,13MAY1991,1
USBK,10061,91138J10,19FEB1987,30JUL1990,1
USBN,81647,91146A10,14SEP1995,04MAR2001,1
USBN,81647,03058P10,15MAR2001,12MAR2010,1
USBN,,,18NOV2010,31DEC2010,6
USBP,,,17JUL2003,14DEC2006,6
USC,79573,91382130,20MAY1999,13FEB2014,1
USCC,78992,91168210,17NOV1983,05FEB1989,1
USCF,79741,91729010,15AUG1985,31DEC1986,1
USCF,72872,91729E10,22JAN1987,24OCT1989,1
USCF,72872,12769810,16NOV1989,15DEC1989,1
USCL,78098,90292810,14JAN1993,20JUN1994,1
USCM,82850,90330N10,14MAR1996,13NOV1998,1
USCM,,,17JUN2004,13OCT2004,6
USCN,79021,90328W10,20MAY1993,04OCT2000,1
USCS,83705,90330X10,15AUG1996,21DEC1998,1
USD1,81758,91729410,19OCT1995,20AUG2001,1
USD1,81758,91729430,18OCT2001,23MAY2003,1
USDC,79004,91176410,18APR1985,22MAY1987,1
USDL,81015,90328Q10,18JUL1996,15AUG2000,1
USDP,14981,90331810,20NOV2014,31DEC2018,1
USEC,79573,91382110,15JUL1982,31MAR1983,1
USEG,79039,91180510,18MAY1989,21JUN2016,1
USEG,79039,91180520,14JUL2016,28MAR2018,1
USEU,,,20MAR2008,31DEC2009,6
USEY,84345,90295110,16JAN1997,09OCT2007,1
USF,58481,91184320,18JUL1991,29APR1999,1
USFD,16084,91200810,14JUL2016,31DEC2018,1
USFS,84142,90295610,19DEC1996,31MAR1998,1
USFS,84142,90295630,16APR1998,16NOV2000,1
USG,19131,91202710,15JAN1976,18DEC1984,1
USG,19131,90329310,17JAN1985,13JUL1988,1
USG,19131,90329330,22JUL1988,06MAY1993,1
USG,79244,90329340,15JUL1993,31DEC2018,1
USGA,,,19DEC2002,15MAY2004,6
USGL,70704,91202320,18SEP2003,26JAN2012,1
USGL,70704,58039P10,16FEB2012,31DEC2018,1
USGP,,,20MAR2008,,6
USH,46594,91731810,15JAN1976,17JUN1997,1
USHC,79119,91203910,09FEB1983,21APR1986,1
USHC,79119,91191010,15MAY1986,19JUL1996,1
USHG,77443,90293910,16NOV1995,19MAY2004,1
USHG,77443,46207010,15DEC2004,19FEB2008,1
USHG,77443,03819M10,20MAR2008,20DEC2011,1
USHI,79127,91204110,19JUN1986,13JAN1989,1
USHO,76688,91181910,19SEP1991,17DEC1996,1
USHO,,,16APR1998,13MAY1998,6
USHP,83566,90337N20,14NOV1996,14JUN1999,1
USHP,83566,91149810,17JUN1999,13JAN2002,1
USHP,83566,92257T10,17JAN2002,24APR2002,1
USHP,83566,92257T20,16MAY2002,15FEB2005,1
USHP,83566,92257T60,17FEB2005,06DEC2007,1
USHP,83566,92257T70,20DEC2007,13MAY2009,1
USI,15034,91207810,20JUL1978,18JUL1984,1
USIH,89532,90333H10,19DEC2002,04MAY2007,1
USIT,87191,90334M10,16SEP1999,19JAN2001,1
USIT,,,17APR2003,07OCT2004,6
USIX,86848,91731180,20MAY1999,04JAN2002,1
USIX,,,16MAY2002,07OCT2004,6
USL,41259,91212910,15JAN1976,10NOV1987,1
USL1,85268,90297410,16OCT1997,04DEC2003,1
USLB,86737,90333T10,18JAN2001,08NOV2002,1
USLD,76453,91191220,20JUN1991,21AUG1997,1
USLD,76453,90298210,18SEP1997,22DEC1997,1
USLM,65700,91192210,19OCT1995,31DEC2018,1
USM,75320,91168410,17NOV1988,31DEC2018,1
USMA,78298,90832910,15MAY1986,11MAY1988,1
USML,77932,91383910,17DEC1992,09APR1999,1
USMO,90464,90341G10,18NOV2004,08JUL2014,1
USMO,90464,84863T10,17JUL2014,31DEC2018,1
USMS,,,16JUL1998,31DEC2000,6
USN,81661,91208010,15JUN1995,05JUN2003,1
USN,81661,46986510,19JUN2003,07FEB2007,1
USNA,84010,90328M10,20NOV1997,31DEC2018,1
USNC,85853,90336N20,14MAY1998,23MAR1999,1
USNS,,,15DEC1994,,6
USO1,75936,44090710,15JAN1990,03NOV1996,1
USO1,75936,89693810,14NOV1996,07MAY2002,1
USOL,86262,90338Y10,17JAN2002,13NOV2002,1
USOL,,,17JUN2004,15AUG2004,6
USOR,81759,90336R10,17AUG1995,07NOV1996,1
USOR,84223,45814T10,19DEC1996,18AUG2005,1
USOS,91208,91232N10,20APR2006,14JUN2012,1
USPC,79194,91235310,16MAY1985,18JUL1985,1
USPH,77629,90337L10,19OCT1995,31DEC2018,1
USPI,89035,91301630,19JUL2001,19APR2007,1
USPL,86197,90294810,14OCT1999,28MAY2003,1
USPL,,,20MAY2004,02NOV2005,6
USPN,75755,91233030,18SEP1997,14FEB2001,1
USPN,75755,90335C10,15MAR2001,26OCT2012,1
USPT,77842,90337010,17DEC1992,26FEB1998,1
USR,25937,91260510,15JAN1976,24MAY1995,1
USR2,84587,90296610,17APR1997,29SEP1998,1
USRE,10803,91182210,14MAY1987,14MAY1997,1
USRE,10803,15590410,15MAY1997,17DEC1999,1
USRL,,,16FEB1989,10SEP2003,6
USRT,,,20MAY2004,12MAY2005,6
USRX,77049,91246610,14NOV1991,22FEB1995,1
USRX,77049,90338F10,16MAR1995,12JUN1997,1
USS,90395,90341710,18NOV2004,05NOV2008,1
USS,,,20NOV2008,31DEC2013,6
USSB,83180,91253410,14MAR1996,19MAY1999,1
USSC,79250,91270710,15DEC1977,01OCT1998,1
USSI,,,18MAR2010,23AUG2014,6
USSS,79223,91259410,18AUG1983,30MAY1984,1
USSS,79223,91259510,14JUN1984,27JAN1989,1
USSU,,,17JAN2008,09SEP2008,6
UST1,80668,91732510,17JUL1997,04JAN1999,1
USTB,77789,90290010,17JUL1986,11JAN2000,1
USTC,79274,91288310,19MAR1981,01SEP1995,1
USTC,82224,91288L10,19OCT1995,31MAY2000,1
USTL,79258,91272010,14JUL1983,20JUN1984,1
USTP,,,19JAN2006,27MAY2008,6
USTR,79303,91300410,14OCT1982,31MAY2015,1
USTR,79303,29668910,18JUN2015,31DEC2018,1
USTS,76368,91278740,20JUN1996,18SEP1996,1
USTS,76368,91278780,18APR1997,31DEC1997,1
USTT,,,16NOV2000,19APR2006,6
USTT,91910,90328S50,19MAR2007,31DEC2018,1
USU,86233,90333E10,20AUG1998,01JUL2013,1
USU,86233,90333E20,18JUL2013,29SEP2014,1
USU,86233,15643U10,16OCT2014,31DEC2018,1
USUG,79231,91267310,19JUL1979,30SEP1984,1
USVC,77834,91148510,15JAN1976,22APR1984,1
USVC,77834,90329710,20SEP1984,17JAN1995,1
USVI,85718,90339M10,19FEB1998,13FEB2002,1
USVO,,,20OCT2005,12APR2012,6
USVR,79282,91288510,20SEP1984,22SEP1986,1
USVR,,,16MAY1991,02FEB1996,6
USW,66122,91288910,16FEB1984,14JUN1998,1
USW,66122,91273H10,18JUN1998,30JUN2000,1
USWB,85719,91732710,15JAN1998,29FEB2000,1
USWC,80702,90339C10,14OCT1999,25MAY2001,1
USWC,,,17APR2003,10SEP2003,6
USWN,75576,91289210,15DEC1988,11JUL1991,1
USWS,,,18APR2019,,6
USXP,81021,90338N10,17NOV1994,17JUN2018,1
USXP,81021,90338N20,19JUL2018,31DEC2018,1
UT,39087,91302510,15JAN1976,26FEB1992,1
UT,39087,85206110,19MAR1992,10JUL2013,1
UTBC,78319,90882310,19JUL1979,31DEC1985,1
UTBI,85752,91307P10,19NOV1998,11APR2005,1
UTBK,,,19JAN2006,20APR2007,6
UTBN,79768,91733110,18AUG1983,16MAY1985,1
UTCC,86094,91728710,18MAR1999,06APR2001,1
UTCC,,,17APR2003,10SEP2003,6
UTCI,77964,90916310,14APR1994,05SEP2002,1
UTCI,,,17APR2003,06OCT2004,6
UTEC,77700,91724620,18MAR1993,20MAR1997,1
UTEK,79628,90403410,18NOV1993,26MAY2017,1
UTGA,90047,75615810,18NOV2004,20JUL2006,1
UTGP,,,18SEP2008,31DEC2016,6
UTH,75193,90864010,24SEP1987,29JUN1998,1
UTHR,87006,91307C10,19AUG1999,31DEC2018,1
UTI,80104,90338710,20APR1995,08MAY2001,1
UTII,81115,90924810,20JUL1995,08FEB1996,1
UTII,,,15FEB1996,31OCT1996,6
UTIN,76454,91311110,15NOV1990,12MAY1997,1
UTIN,76454,91311120,15MAY1997,01AUG1999,1
UTIN,76454,91311A10,19AUG1999,31DEC2001,1
UTIW,88814,G8721010,14DEC2000,21JAN2016,1
UTIZ,89973,91391510,19FEB2004,31DEC2018,1
UTKC,88746,91759P10,20MAY2004,15MAR2010,1
UTKC,88746,45777T10,18MAR2010,11MAR2013,1
UTKC,,,14MAR2013,22AUG2014,6
UTL,67360,91325910,17APR1997,31DEC2018,1
UTLC,77869,90339010,15SEP1983,18SEP1990,1
UTMD,79776,91748810,20JUL1989,30JAN2018,1
UTOG,79410,91326610,15MAR1984,17MAY1989,1
UTOG,79410,91326710,20JUL1989,24MAR1999,1
UTOR,,,16FEB1995,17OCT2002,6
UTP,24424,91750810,15JAN1976,09JAN1989,1
UTR,46260,91328310,19AUG1976,15OCT1999,1
UTRK,79266,91284310,15JAN1976,27MAY1988,1
UTRX,,,15JUL2004,28SEP2004,6
UTSI,87825,91807610,20APR2000,26JUN2011,1
UTSI,87825,G9310A10,15SEP2011,21MAR2013,1
UTSI,87825,G9310A11,18APR2013,31DEC2018,1
UTVI,79330,91306610,18AUG1983,08MAR2001,1
UTX,17830,91301710,15JAN1976,31DEC2018,1
UTY,45807,91243510,16AUG1979,18MAR1982,1
UU,85777,91311Q10,17AUG2000,22JUN2007,1
UU,,,19JUL2007,23MAY2019,6
UUGW,,,18JUN2009,,6
UUNT,81648,91809610,20JUL1995,09AUG1996,1
