TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
BZ,62797,05709710,17JUN1982,19JAN2007,1
BZBC,88942,12323X10,17JUL2003,15JAN2004,1
BZET,83242,09059110,18APR1996,08FEB1999,1
BZH,80193,07556Q10,14APR1994,11OCT2012,1
BZH,80193,07556Q88,18OCT2012,31DEC2018,1
BZLF,,,20MAR2008,,6
BZMT,75798,09179010,19OCT1989,24JUN1991,1
BZQI,,,18DEC2008,,6
BZUN,15365,06684L10,18JUN2015,31DEC2018,1
C,11260,17119610,15JAN1976,12NOV1998,1
C1C,,,14AUG2003,19MAY2005,6
C1H,,,20MAR2003,30AUG2012,6
CA,39810,12879310,19JAN1978,27MAY1981,1
CA1S,,,19JUN2003,17DEC2003,6
CA1S,90313,16936R10,24AUG2004,31DEC2018,1
CA3D,,,15APR2004,24SEP2013,6
CA3E,86367,13971R30,15APR2004,24AUG2008,1
CA3E,86367,27665010,18SEP2008,11AUG2009,1
CA3F,,,15APR2004,15MAY2004,6
CA3G,84837,14043010,15APR2004,10DEC2008,1
CA3G,,,18DEC2008,19MAR2018,6
CA3I,,,15APR2004,15MAY2004,6
CA3L,89615,14378510,15APR2004,03MAR2017,1
CA3M,,,15APR2004,31MAY2004,6
CA3N,86251,14791010,15APR2004,11MAR2009,1
CA3N,,,19MAR2009,08JUN2009,6
CA3R,,,15APR2004,23APR2004,6
CAA,65197,20588910,17SEP1981,20JUN1985,1
CAAN,10164,13214710,17AUG1989,08SEP1989,1
CAAP,17310,L1995B10,15FEB2018,31DEC2018,1
CAAS,77975,13983120,20JUN1996,07JUL1996,1
CAAS,77975,20468010,18JUL1996,26JUN1998,1
CAAU,,,19SEP2002,15MAY2004,6
CAB1,76783,13974410,08AUG1991,29DEC1995,1
CAB2,80594,13916810,15DEC1994,15APR1996,1
CABE,90200,12680430,25JUN2004,25SEP2017,1
CABG,90472,12467610,16DEC2004,27APR2006,1
CABH,,,20MAY2010,31DEC2018,6
CABI,75613,12990410,16APR1992,06JUN1996,1
CABK,24601,19544810,14FEB1985,28APR1989,1
CABL,10136,20337810,16OCT1986,07MAR1996,1
CABO,15395,12685J10,16JUL2015,31DEC2018,1
CABY,,,18MAR2010,,6
CABZ,85362,12685T10,16OCT1997,06NOV1998,1
CAC,50155,20111110,15JAN1976,30NOV1984,1
CAC1,86246,14446010,17SEP1998,08FEB2008,1
CAC2,75155,19090510,15OCT1987,05DEC1988,1
CAC3,77660,22531010,20AUG1992,31DEC2018,1
CACA,92767,G8977T10,18SEP2008,18JAN2010,1
CACA,92767,G7982P10,18FEB2010,17MAR2011,1
CACB,80112,14715410,16JUN1994,21NOV2010,1
CACB,80112,14715420,16DEC2010,30MAY2017,1
CACC,24687,19577420,15JAN1976,17DEC1989,1
CACC,,,18JAN1990,16MAY1990,6
CACC,24687,19562420,17MAY1990,26MAR1993,1
CACH,20504,12715010,18AUG1983,15SEP1993,1
CACH,20504,12715030,16SEP1993,04FEB2015,1
CACI,20512,12719020,18AUG1983,04JUN1986,1
CACI,20512,12719030,19JUN1986,31DEC2018,1
CACM,87309,12989710,18NOV1999,17JUL2001,1
CACM,,,20MAR2003,10SEP2003,6
CACO,11267,14920510,22APR1987,31DEC2018,1
CACQ,14304,12768T10,19DEC2013,04AUG2017,1
CACS,79475,14757410,20JAN1994,10MAY1995,1
CAD,,,20SEP2007,31DEC2014,6
CADA,11656,13173010,16SEP1993,19APR2000,1
CADA,11656,13191610,20APR2000,14AUG2008,1
CADE,20547,12738210,17OCT1996,04FEB2000,5
CADL,89905,13123E50,19FEB2004,05APR2018,1
CADS,20539,12720930,20DEC1984,01MAY2008,1
CADS,20539,12721E10,15MAY2008,05MAR2010,1
CADX,86335,12759010,20MAR1986,31MAY1989,1
CAE2,89462,12476510,16SEP2004,31DEC2018,2
CAER,75873,12764610,15MAR1990,13MAR2000,1
CAF,47626,12611710,15JUN1978,31DEC2018,1
CAF1,78795,14055J10,18DEC1992,13JAN1993,5
CAF1,76633,36111510,18FEB1993,02JAN1996,1
CAF1,82792,36111540,30JAN1996,24MAR1996,1
CAF1,82792,36111550,18APR1996,12DEC1999,1
CAF1,82792,36111560,16DEC1999,31DEC2002,1
CAF1,,,20MAR2003,15MAY2004,6
CAF2,78795,14055J10,14JAN1993,04MAR1997,1
CAFC,10825,14387710,18AUG1988,23APR2000,1
CAFC,10825,83784110,18MAY2000,30SEP2010,1
CAFD,15415,28253910,16JUL2015,19JUN2018,1
CAFE,79945,22236110,18JAN1996,12FEB1998,1
CAFE,79945,22236130,19FEB1998,10MAR1998,1
CAFE,,,16JUL1998,13MAY1999,6
CAFF,91456,61746810,20SEP2007,22AUG2014,1
CAFI,81148,13261810,18SEP1997,29JAN2014,1
CAFN,,,19NOV1998,25FEB2002,6
CAG,56274,20588710,20OCT1977,31DEC2018,1
CAGC,,,15JUN2006,16SEP2009,6
CAGC,93038,16937A20,21SEP2009,11MAR2011,1
CAGD,,,16FEB2006,,6
CAH,91065,P3107610,15DEC2005,31DEC2018,1
CAI,64928,21079810,20OCT1983,06FEB1987,1
CAI1,11136,13973010,17DEC1987,02NOV1995,1
CAI1,11136,13973020,16NOV1995,13SEP1999,1
CAIB,,,15AUG1996,29MAR2004,6
CAIG,,,15JUN1995,18MAY2017,6
CAIR,85166,22040610,18SEP1997,07FEB2001,1
CAIR,,,15FEB2001,31DEC2001,6
CAIS,86882,12476Q10,17JUN1999,18JUL2001,1
CAIS,,,16AUG2001,15AUG2004,6
CAIT,85761,12707210,16APR1998,06DEC2001,1
CAK1,77902,16307210,17DEC1992,31DEC2018,1
CAKB,,,16JUL2009,31DEC2014,6
CAKE,22737,16076910,19JUL1984,15MAY1989,1
CAKF,,,16JUN2011,28JAN2016,6
CAL,66456,12958310,16FEB1984,16DEC1992,1
CAL,66456,13020920,14JAN1993,28FEB1993,1
CAL,66456,13020930,18MAR1993,01JAN1996,1
CAL,66456,12802610,18JAN1996,03JAN1997,1
CAL1,77284,33889810,20AUG1992,14JUL1993,1
CAL1,77284,65332V10,23JUL1993,12AUG2005,1
CALB,,,20MAY2010,23JAN2014,6
CALC,81475,20290410,20APR1995,20APR1997,1
CALC,81475,20300410,15MAY1997,09DEC2004,1
CALD,87756,12878010,20APR2000,06MAY2001,1
CALD,87756,12877Q10,17MAY2001,13MAR2002,1
CALD,87756,12877Q20,14MAR2002,20MAY2003,1
CALD,87756,78403A10,19JUN2003,26DEC2007,1
CALD,,,20MAR2008,16JUN2009,6
CALF,66456,13020910,15SEP1983,22DEC1983,1
CALI,20854,13142910,16JAN1986,24JAN1990,1
CALL,90355,13126N10,14OCT2004,26JUN2009,1
CALL,,,20AUG2009,30JUN2010,6
CALM,20598,12803020,18FEB1999,31DEC2018,1
CALO,75435,12991520,19FEB2004,26APR2010,1
CALO,,,20MAY2010,31DEC2010,6
CALP,83981,13134710,14NOV1996,05DEC2005,1
CALP,,,15DEC2005,13FEB2008,6
CALP,92530,13134730,14FEB2008,08MAR2018,1
CALV,,,16AUG2007,16AUG2017,6
CALV,16849,G1757E11,17AUG2017,31DEC2018,2
CALX,93272,13100M50,15APR2010,31DEC2018,1
CALY,83736,13172210,19SEP1996,27MAY2003,1
CALY,83736,13172260,19JUN2003,30AUG2006,1
CALY,,,14SEP2006,31DEC2009,6
CAM,51262,13262710,15JUN1978,21AUG1987,1
CAM2,80074,13263210,17MAR1994,31AUG1998,1
CAMD,10785,13043910,24OCT1986,27JAN2010,1
CAMH,83849,13191010,19SEP1996,07MAY2003,1
CAMH,,,16MAY2013,31DEC2013,6
CAMP,20670,12990010,15MAR1984,03AUG2004,1
CAMP,20670,12812610,19AUG2004,31DEC2018,1
CAMT,88427,M2079110,19OCT2000,31DEC2018,1
CAMY,86191,12476920,16MAY2002,31DEC2018,1
CAMZ,87559,13376610,16MAR2000,09APR2003,1
CANA,,,16DEC2010,31DEC2015,6
CAND,76215,13740910,20NOV1997,30JUN2005,1
CAND,76215,45105510,14JUL2005,31DEC2018,1
CAND,,,14MAR2019,,6
CANF,14272,13471N10,19NOV2013,31DEC2018,1
CANF,,,16MAY2019,,6
CANG,87027,02771410,16SEP1999,21JUL2000,1
CANI,86055,14443310,16JUL1998,02APR2007,1
CANM,,,17NOV2005,09JUN2009,6
CANN,21152,13800630,17JUN1982,31DEC2018,1
CANO,10634,13801210,18SEP1986,27FEB1995,1
CANO,10634,83205510,16MAR1995,26NOV1996,1
CANO,,,20MAR2003,10SEP2003,6
CANX,11139,13769410,17MAR1988,10SEP2003,1
CAO,53524,14389710,15SEP1977,16MAY1979,5
CAO,53524,14389810,03JAN1983,13JUN1995,1
CAO,53524,98155F10,15JUN1995,10AUG1995,1
CAO2,85900,12596510,16APR1998,11JUL2008,1
CAOP,90678,13780110,05MAY2005,13JAN2012,1
CAOP,,,19JAN2012,16JAN2013,6
CAP,27642,22490130,17OCT1996,22NOV2005,1
CAP,27642,04538V10,15DEC2005,19AUG2009,1
CAP1,87478,13087610,20JAN2000,22JAN2004,1
CAP1,87478,13087210,19FEB2004,07NOV2011,1
CAPB,91016,14056A10,15DEC2005,19MAR2009,1
CAPF,83737,13990510,19SEP1996,30NOV1998,1
CAPI,91979,12477X10,17MAY2007,31DEC2018,1
CAPN,15058,14066L10,14MAY2015,11MAY2017,1
CAPN,15058,83420310,18MAY2017,05OCT2017,1
CAPN,15058,83420320,19OCT2017,31DEC2018,1
CAPS,79946,14045910,15AUG1996,08JUL1998,1
CAPT,88332,14067D10,17AUG2000,08NOV2015,1
CAPT,88332,14067D40,19NOV2015,31DEC2018,1
CAQ,87838,21813920,20MAR2003,05JUN2007,1
CAQ,87838,92554T10,14JUN2007,31DEC2009,1
CAR,26374,14628510,20JUL1978,15AUG2001,1
CARA,14422,14075510,20MAR2014,31DEC2018,1
CARB,90474,14420010,17FEB2005,03AUG2009,1
CARD,79947,14147710,14MAR1996,08AUG1997,1
CARE,64312,74311610,20OCT1983,06SEP1984,1
CARG,21638,14444810,14NOV1985,12MAR1993,1
CARH,80311,14167210,19MAY1994,14NOV1996,1
CARI,86955,14170M10,15JUL1999,12SEP2000,1
CARL,47133,48563610,19AUG1982,21JUN1994,1
CARL,47133,12561E10,14JUL1994,12JUL2010,1
CARN,15991,14452510,18AUG1988,15AUG2007,1
CARN,,,14AUG2008,13NOV2008,6
CARO,14793,14387310,18JUN2015,31DEC2018,1
CARS,75858,91724L10,15FEB1990,12NOV1992,1
CARS,75858,03060R10,19NOV1992,30SEP2010,1
CART,85806,13973310,14MAY1998,16DEC2005,1
CARX,22438,15688610,18APR1985,11MAY1987,1
CARX,22438,12487810,14MAY1987,02FEB1988,1
CARY,84796,14175010,17JUL1997,19SEP2000,1
CARZ,12960,14133710,20OCT2011,31DEC2018,1
CAS,30402,14841110,20JUL1978,06DEC2016,1
CAS,,,15DEC2016,31DEC2017,6
CAS1,83362,14712P10,20JUN1996,27MAY1999,1
CAS1,83362,59283R10,17JUN1999,10AUG2009,1
CASA,79059,21872820,23MAR1993,27JUL1997,1
CASA,79059,21872850,14AUG1997,05JUL2000,1
CASA,79059,21872870,20JUL2000,07MAY2003,1
CASA,,,15MAY2003,27JUN2005,6
CASB,77898,14727210,14SEP2000,30JUN2011,1
CASC,21726,14719510,18DEC1980,28MAR2013,1
CASE,89805,14055X10,14AUG2003,07APR2014,1
CASH,25065,20032410,17JUN1982,09SEP1987,1
CASI,25778,20491210,20MAY1982,01FEB2006,1
CASI,25778,12673P10,16FEB2006,02NOV2018,1
CASL,85363,14844P10,20NOV1997,08MAY2001,1
CASO,,,20MAR2003,31JAN2015,6
CASS,83738,14774110,19SEP1996,29JAN2001,1
CASS,83738,14808P10,15FEB2001,31DEC2018,1
CAST,80802,17289510,15SEP1994,01DEC1999,1
CASU,13749,90290N10,14FEB2013,31DEC2018,1
CASY,21742,14752810,19APR1984,31DEC2018,1
CAT,18542,14912310,15JAN1976,31DEC2018,1
CATA,21291,14064010,20OCT1988,02NOV2001,1
CATB,83363,14934810,18SEP1997,09NOV2000,1
CATC,,,20MAY2004,18MAY2005,6
CATC,16976,13215210,18OCT2017,31DEC2018,1
CATG,89019,13214810,19JUL2001,27JUL2006,1
CATG,,,17AUG2006,30SEP2010,6
CATH,76747,14916F10,19SEP1991,10JAN2000,1
CATI,89876,14622910,20NOV2003,31DEC2018,1
CATI,,,18APR2019,,6
CATL,,,19OCT2006,04MAR2008,6
CATM,92457,14161H10,11DEC2007,30JUN2016,1
CATM,92457,G1991C10,14JUL2016,31DEC2018,1
CATP,79075,13252410,15JUL1993,10JUL2001,1
CATS,79156,14888110,17JUN1993,10OCT2008,1
CATT,86713,14901610,18MAR1999,23JUN2009,1
CATV,20467,12690410,19AUG1982,08OCT1988,1
CATX,81476,12477810,20APR1995,26JAN1999,1
CATY,76504,14915010,16JUL1998,31DEC2018,1
CATZ,88793,20485310,14DEC2000,29OCT2004,1
CAUL,92936,16936J10,16JUL2009,09OCT2012,1
CAUL,92936,16936J20,18OCT2012,15MAY2014,1
CAUS,,,17AUG2006,31DEC2008,6
CAUT,25743,20490110,17JUN1976,18DEC1992,1
CAV,46009,14964510,15JAN1976,30SEP1978,1
CAVB,85861,14954710,14MAY1998,03FEB2006,1
CAVM,92034,14965A10,17MAY2007,19JUN2011,1
CAVM,92034,14964U10,14JUL2011,05JUL2018,1
CAVN,87305,14964910,16DEC1999,14DEC2000,1
CAVN,,,20MAR2003,15MAY2004,6
CAVR,86431,14688110,19DEC1985,08SEP1998,1
CAVR,,,20JAN2000,15MAY2004,6
CAVS,,,19MAY2005,24AUG2009,6
CAW,49402,12769510,20JUL1978,02MAR1995,1
CAWS,80226,12476P10,15SEP1994,12JAN1998,1
CAWS,,,16JUL1998,31AUG1999,6
CAWW,85807,23028010,16APR1998,01NOV1998,1
CAWW,85807,00431910,19NOV1998,16JUL2001,1
CAX,30779,20829110,14OCT1976,22JUN1987,1
CAXD,91495,12738T10,16NOV2006,18MAR2014,1
CAYB,10009,14979210,17SEP1987,01MAR1990,1
CAYB,10009,46334710,15MAR1990,17JUL2000,1
CB,56469,13329410,15JAN1976,20JAN1981,5
CB,59192,17123210,29FEB1984,14JAN2016,1
CBA,79777,12483010,19MAY1994,31DEC2018,1
CBA1,77995,G1368B10,19DEC1996,16APR2000,1
CBA1,77995,10949Q10,20APR2000,25JUL2007,1
CBA1,,,16AUG2007,31DEC2008,6
CBAG,,,17JAN2002,23MAY2006,6
CBAI,,,17NOV2005,16APR2009,6
CBAM,11707,13201110,18FEB1988,31DEC2018,1
CBAN,22024,15242010,18AUG1983,29FEB1988,1
CBAY,14691,23257D10,14AUG2014,31DEC2018,1
CBBD,,,18APR1996,,6
CBBI,79031,12478510,16JUN1994,22JUL2004,1
CBBO,86419,19723110,18FEB1999,25JAN2010,1
CBBT,91269,16936Y10,31MAY2006,30SEP2012,1
CBC,52724,19325210,18NOV1976,31DEC1981,1
CBC1,10486,15670210,15JUN1989,25JUL1991,1
CBC2,76497,15640T10,20DEC1990,05JUN2001,1
CBCA,85409,15891010,14MAR1996,05SEP1997,1
CBCF,86685,17442010,16OCT1986,04JUL2011,1
CBCF,86685,17442030,14JUL2011,12APR2013,1
CBCG,84198,12479F10,20FEB1997,19MAY1998,1
CBCG,84198,12489L10,18JUN1998,20JUL2001,1
CBCG,90199,12497T10,17JUN2004,04OCT2011,1
CBCG,90199,12504L10,20OCT2011,31DEC2018,1
CBCI,77350,13138610,20MAY1993,30APR1999,1
CBCL,76037,14056D10,14MAR1996,26JAN2011,1
CBCL,,,17FEB2011,11AUG2012,6
CBCN,24636,19549910,18AUG1983,20JUN1985,1
CBCO,78133,12493610,17AUG1995,01AUG1997,1
CBCP,81853,13973410,19OCT1995,31DEC1997,1
CBCT,20061,12485010,17AUG1978,14JUN1985,1
CBCX,20918,13215710,18DEC1986,09SEP1990,1
CBCX,20918,13215810,20SEP1990,08JUN1994,1
CBD2,90040,23077R10,16SEP2004,14JUN2007,2
CBDB,,,19NOV2009,14MAR2012,6
CBDB,13412,98741R20,30MAY2012,13NOV2016,1
CBDB,13412,94850Q10,17NOV2016,16JUL2017,1
CBDB,13412,81789Y10,20JUL2017,12NOV2018,1
CBDB,13412,45166V10,15NOV2018,31DEC2018,1
CBDR,86883,14168410,17JUN1999,24AUG2000,1
CBE,21979,21666910,15JAN1976,21MAY2002,1
CBE,21979,G2418210,20JUN2002,08SEP2009,1
CBE,21979,G2414010,17SEP2009,30NOV2012,1
CBES,83924,12479410,15MAY1997,10OCT2002,1
CBEX,20897,13200810,14JUN1990,24JUL1997,1
CBEY,90966,14984710,17NOV2005,18JUL2014,1
CBFC,13594,13979410,18OCT2012,30NOV2017,1
CBFI,91438,12498B30,19OCT2006,07NOV2008,1
CBFI,,,20NOV2008,31DEC2010,6
CBFV,14943,12479G10,20AUG2015,31DEC2018,1
CBG,79348,75126210,18NOV1993,12MAY1995,1
CBGX,,,19SEP1991,14JUN2000,6
CBH,59686,12480010,23AUG1979,12MAR1996,1
CBH1,86009,05947960,15MAY1998,16JUN1998,5
CBH1,86938,11290010,02JUN1999,09JUN2014,1
CBHI,79948,10757510,17FEB1994,01DEC1998,1
CBHI,,,17DEC1998,31MAR1999,6
CBHQ,,,20OCT2005,18JAN2006,6
CBHQ,90948,15134530,19JAN2006,11MAY2008,1
CBHQ,90948,40075T10,15MAY2008,20MAY2013,1
CBHQ,90948,40075T60,20JUN2013,31DEC2018,1
CBI,59264,23138210,20APR1978,02NOV1994,1
CBI1,84651,N1980810,15MAY1997,11MAR2001,1
CBI1,84651,16725010,19APR2001,10MAY2018,1
CBIL,91395,18586010,21JUL2006,27JAN2015,1
CBIL,91395,18586020,19FEB2015,06MAR2018,1
CBIN,81546,20359910,15AUG1996,30JUN2015,1
CBIN,81546,98779U10,16JUL2015,09SEP2016,1
CBIO,20678,13004810,19APR1984,01MAR1992,1
CBIO,20678,80890510,19MAR1992,29APR2003,1
CBIS,87479,12500B10,20JAN2000,19SEP2001,1
CBJ1,80706,13201L10,27JUN1994,08NOV2006,1
CBKC,,,15JUL2004,17DEC2009,6
CBKI,10916,20362810,15JUL1993,16NOV2007,1
CBKN,85680,13979310,15JUL1999,09AUG2012,1
CBKS,25260,20269010,18AUG1988,31AUG1993,1
CBKX,,,14APR1988,12NOV2012,6
CBL,30912,22029110,19AUG1976,08OCT1990,1
CBL,76474,97062420,18OCT1990,06NOV1998,1
CBLA,23422,17163310,20OCT1983,31DEC1984,1
CBLI,10726,16514610,19JUN1997,22JAN2001,1
CBLK,17784,14081R10,14JUN2018,31DEC2018,1
CBLT,87159,19074Q10,16SEP1999,13NOV2001,1
CBLY,,,18NOV2010,04MAY2011,6
CBM,28505,16533910,15JAN1976,10FEB1987,1
CBMD,80737,19722710,20JUL1995,31JAN2006,1
CBMI,78134,22527010,18FEB1993,31JUL2000,1
CBMX,89613,00388120,16JAN2003,14AUG2007,1
CBMX,16852,20009T10,16AUG2007,04DEC2012,1
CBMX,16852,20009T30,20DEC2012,31JAN2016,1
CBMX,16852,20009T50,18FEB2016,14NOV2017,1
CBN,81297,21892510,16OCT2003,16DEC2005,1
CBNB,10630,20084110,16FEB1989,04AUG1994,1
CBNC,92555,13920910,01FEB2008,29APR2016,1
CBNE,11001,21038610,01JAN1990,20MAY1991,1
CBNE,11001,50590220,16JUN1994,01JUL1996,1
CBNH,10231,20363010,17SEP1992,29AUG1997,1
CBNI,,,18MAR2010,31DEC2012,6
CBNJ,25161,20114010,17NOV1983,28NOV1986,1
CBNK,,,18NOV2004,14OCT2009,6
CBNK,93083,53224K10,15OCT2009,19JUL2016,1
CBNK,93083,53224K20,18AUG2016,31DEC2018,1
CBNP,91397,16856510,17AUG2006,21OCT2016,1
CBNV,88907,20356610,14JUN2001,22APR2005,1
CBNY,79253,20146210,19MAY1994,02NOV2001,1
CBO,25064,14137510,19AUG1976,04JAN1978,1
CBOC,25153,20113310,18FEB1988,24MAR1994,1
CBOH,93429,12503M10,17JUN2010,31DEC2018,1
CBON,90475,20343T10,20JAN2005,17AUG2009,1
CBON,,,17JUN2010,31DEC2011,6
CBOT,10010,12709510,18OCT1990,28AUG1995,1
CBOU,90896,14204220,20OCT2005,24JAN2013,1
CBPA,12150,20343D10,16MAR1989,14FEB1992,1
CBPO,93189,16938C10,02DEC2009,23JUL2017,1
CBPO,93189,G2151510,17AUG2017,31DEC2018,4
CBPX,14478,21117110,20MAR2014,31DEC2018,1
CBR,68363,22907010,19DEC1985,30SEP1994,1
CBRA,79572,19090710,18NOV1993,26JAN1996,1
CBRL,27562,22410010,19AUG1982,03JAN1999,1
CBRL,27562,12489V10,14JAN1999,11DEC2008,1
CBRL,27562,22410J10,18DEC2008,31DEC2018,1
CBRP,26789,21103010,03MAY1982,30JAN1987,1
CBRY,11614,66649910,16JUN1988,05NOV2001,1
CBRY,,,15NOV2001,15JUL2005,6
CBS,20730,12484510,15JAN1976,24NOV1995,1
CBSA,77435,19041510,16JUL1992,31JUL1994,1
CBSA,77435,19041P10,18AUG1994,12MAY2004,1
CBSB,79679,16122510,15MAY1997,30APR1998,1
CBSH,25129,20052510,19JUN1980,31DEC2018,1
CBSI,86896,20360710,16APR1987,31DEC2018,1
CBSL,84599,20452F10,15MAY1997,06JUN2001,1
CBSL,84599,22281W10,14JUN2001,02JUL2007,1
CBSO,,,20APR2006,14AUG2009,6
CBSS,22032,15242510,20JAN1983,07NOV1993,1
CBSS,22032,20449H10,18NOV1993,06SEP2007,1
CBST,84060,22967810,19DEC1996,21JAN2015,1
CBT,46690,12705510,15JAN1976,31DEC2018,1
CBTB,20053,12478010,19AUG1982,11SEP1989,1
CBTB,20053,87161C10,14SEP1989,18MAY2014,1
CBTB,20053,87161C50,19JUN2014,31DEC2018,1
CBTC,77626,12485210,20JUL1995,20APR1998,1
CBTF,10976,12478110,19DEC1991,25JUN1993,1
CBTS,81547,12485310,14DEC1995,09JUN1998,1
CBTS,81547,12485330,18JUN1998,14FEB2000,1
CBTS,81547,83170A20,17FEB2000,19NOV2002,1
CBTS,81547,83092810,19DEC2002,26MAY2010,1
CBTX,17108,12481V10,14DEC2017,31DEC2018,1
CBU,57795,20266010,15NOV1979,26APR1994,1
CBUK,82160,23221710,14SEP1995,08JUN2007,1
CBVA,77346,20056M10,20AUG1992,10JAN1995,1
CBXC,81854,23252210,14SEP1995,30JUN2000,1
CBYI,,,20NOV2003,18NOV2005,6
CBYL,15285,14138410,14MAY2015,21NOV2016,1
CBYL,15285,48349710,15DEC2016,31DEC2018,1
CBZF,,,20NOV2008,31JAN2011,6
CC,47669,15115910,15SEP1977,13JUL1983,5
CC,47175,17273710,21JUN1984,07NOV2008,1
CC,,,20NOV2008,28FEB2013,6
CC1,78136,15745J10,19OCT1995,23OCT1996,1
CC1,78136,15745J20,14NOV1996,14APR1999,1
CC1,,,20MAR2003,13MAR2006,6
CCA,53970,20010110,15JAN1976,07JUN1979,1
CCAI,82161,20363B10,19OCT1995,22OCT1997,1
CCAL,79476,15129710,18NOV1993,26MAY1994,1
CCAL,79476,68243510,16JUN1994,28JUL1995,1
CCAM,21785,12486710,14OCT1993,15OCT2010,1
CCAR,75651,12486810,19OCT1989,05MAY1999,1
CCAS,89761,23298410,16OCT2003,22FEB2010,1
CCAX,10716,22025610,01OCT1986,31DEC1998,1
CCAX,85234,74264N10,14JAN1999,01OCT2000,1
CCAX,85234,22025Y10,19OCT2000,17MAY2001,1
CCAX,85234,22025Y40,14JUN2001,09NOV2016,1
CCAX,85234,21871N10,17NOV2016,31DEC2018,1
CCB,30330,13986110,15JAN1976,24JUN1985,1
CCB,30330,13985910,16JAN1986,09FEB1996,1
CCBA,,,17JUN2004,15NOV2004,6
CCBD,89268,20363J10,10DEC2001,31DEC2009,1
CCBF,20088,12487510,17OCT1985,03JUL2000,1
CCBI,89614,20162L10,20MAR2003,29SEP2006,1
CCBJ,85254,20440X20,19JUN1997,14SEP2000,1
CCBL,20125,12501010,17JUN1982,14DEC2007,1
CCBM,78256,19114910,01NOV1982,20JUN1983,1
CCBN,86056,15314510,15AUG2002,31JAN2006,1
CCBR,84516,13967410,03FEB1997,31DEC2018,1
CCBT,86351,13933910,15JAN1987,10FEB1999,1
CCBT,86351,12487S10,18FEB1999,30SEP1999,1
CCBT,86351,12500Q10,14OCT1999,30APR2004,1
CCC,11447,21145210,28APR1976,01NOV1984,1
CCC2,70519,20161510,29OCT1986,15DEC1988,1
CCC2,70519,74158910,19JAN1989,02JAN1994,1
CCC2,70519,89419010,20JAN1994,07OCT1998,1
CCC2,70519,17296710,15OCT1998,08MAY2011,1
CCC2,70519,17296742,19MAY2011,31DEC2018,1
CCCG,83850,12487Q10,19SEP1996,10FEB2006,1
CCCO,10048,15650310,12FEB1986,01OCT1999,1
CCCP,,,20MAY2004,22JUN2004,6
CCD,80677,14066R10,15DEC1994,15OCT1998,1
CCE,70500,19121910,21NOV1986,03OCT2010,1
CCE,70500,19122T10,14OCT2010,27MAY2016,1
CCE,16048,G2583910,16JUN2016,31DEC2018,1
CCEE,77915,20489720,30MAR1998,05SEP2000,1
CCEE,77915,25457C10,14SEP2000,07MAY2001,1
CCEE,77915,25457C20,17MAY2001,21OCT2003,1
CCEE,,,17JUN2004,29MAR2017,6
CCEI,,,20MAY2004,15JUN2005,6
CCEL,84411,22889510,20DEC2001,23JUL2003,1
CCEL,,,14AUG2003,09JUL2009,6
CCEM,86909,20477610,19DEC1985,11FEB1992,1
CCES,,,20FEB2003,01MAY2007,6
CCF,41152,21624410,20JUL1978,12OCT1986,1
CCFC,,,20MAY2004,15NOV2004,6
CCFH,81855,12487X10,18SEP1997,14NOV2008,1
CCG,79778,16326210,19MAY1994,01JAN2001,1
CCG,79778,16342110,18JAN2001,14OCT2004,1
CCH,89539,1912EP10,20FEB2003,05JUN2013,1
CCHA,13832,19122310,17OCT2013,24JUL2014,1
CCHA,,,14AUG2014,31DEC2016,6
CCHI,82771,14843310,18JUL1996,06SEP2000,1
CCHM,86057,20009P10,18JUN1998,12NOV1999,1
CCHN,,,20NOV2008,30MAR2010,6
CCI,47079,17303410,15JAN1976,07OCT1998,1
CCIG,,,18SEP2003,14JAN2008,6
CCIH,12352,16950M10,14OCT2010,31DEC2018,1
CCIL,76899,15091810,16OCT1997,25MAR1999,1
CCIR,81477,21121310,20APR1995,19MAR1998,1
CCIT,12000,20890010,18AUG1983,31DEC1986,1
CCIX,79949,20338810,20JAN1994,03FEB1998,1
CCJK,78872,17111630,19MAR1998,04DEC2001,1
CCK,17726,22825510,15JAN1976,25FEB2003,1
CCK,17726,22836810,20MAR2003,31DEC2018,1
CCL,75154,14365810,24JUL1987,20APR2003,1
CCL,75154,14365830,15MAY2003,31DEC2018,1
CCL2,83632,19419010,18JUL1996,20APR1999,1
CCL2,83632,23813410,20MAY1999,03JUN2009,1
CCLA,,,18NOV1993,,6
CCLH,91375,03920910,03JUL2006,02SEP2011,1
CCLN,83739,G2325710,19AUG1999,26DEC2000,1
CCLN,,,18JAN2001,10SEP2003,6
CCLR,25137,20059710,15JAN1976,03JAN1995,1
CCLR,,,19JAN1995,17MAY1995,6
CCLR,25137,12488310,18MAY1995,10JAN1996,1
CCLT,81093,16139F10,09AUG1996,25MAR1998,5
CCLT,87307,16133R10,01NOV1999,15DEC1999,4
CCM,93153,20627710,17DEC2009,31DEC2018,1
CCMC,10742,20312810,16OCT1986,30JUN1989,1
CCMM,,,18FEB2010,17MAR2010,6
CCMM,12308,16117M30,14SEP2010,17MAY2016,1
CCMM,12308,16119P10,19MAY2016,31DEC2018,1
CCMO,,,14AUG2008,,6
CCMP,88152,12709P10,18MAY2000,31DEC2018,1
CCN,21282,17052010,20JUL1978,31JUL2001,1
CCNC,20096,12489810,20APR1989,23OCT1992,1
